match_id,team,player,x,y,distance_to_goal,angle_to_goal,body_part,shot_type,technique,under_pressure,statsbomb_xg,is_goal
3869354,England,Harry Maguire,109.1,35.0,11.992080720208655,31.458445099433312,Head,Open Play,Normal,False,0.07199757,0
3869354,England,Luke Shaw,108.4,21.7,21.666794871415565,10.547036413070389,Left Foot,Open Play,Normal,False,0.006951497,0
3869354,France,Olivier Giroud,112.9,47.0,9.970456358662823,31.1413960719332,Head,Open Play,Normal,True,0.075690374,0
3869354,France,Olivier Giroud,111.3,40.5,8.71435597161374,45.5172567857701,Left Foot,Open Play,Volley,False,0.20829616,0
3869354,France,Olivier Giroud,114.7,36.4,6.407027391856537,54.518129949381645,Head,Open Play,Normal,True,0.14665264,1
3869354,England,Mason Mount,89.5,44.7,30.86000648088072,13.375276678564543,Right Foot,Open Play,Normal,False,0.024138648,0
3869354,England,Marcus Rashford,97.5,34.1,23.2606964642076,17.334720200736506,Right Foot,Free Kick,Normal,False,0.07922588,0
3869420,Brazil,Vinícius José Paixão de Oliveira Júnior,98.8,20.8,28.60209782515961,10.915529965348936,Right Foot,Open Play,Normal,False,0.008460451,0
3869420,Croatia,Ivan Perišić,112.2,43.2,8.430895563343196,44.70628660157789,Right Foot,Open Play,Half Volley,False,0.19016835,0
3869420,Croatia,Andrej Kramarić,99.5,27.0,24.27447218787671,14.60569882190229,Right Foot,Open Play,Normal,False,0.026674595,0
3869420,Brazil,Vinícius José Paixão de Oliveira Júnior,103.0,34.8,17.77751388693031,22.35127018670691,Right Foot,Open Play,Normal,False,0.06970771,0
3869420,Brazil,Neymar da Silva Santos Junior,107.2,24.9,19.79520143873257,13.905421518008058,Right Foot,Open Play,Normal,False,0.025347186,0
3869420,Brazil,Carlos Henrique Casimiro,96.4,49.8,25.55386467836127,15.11448542025934,Right Foot,Open Play,Normal,False,0.030699778,0
3869420,Croatia,Ivan Perišić,100.8,20.7,27.2237029075767,10.930700745097898,Right Foot,Open Play,Normal,False,0.012010745,0
3869420,Brazil,Neymar da Silva Santos Junior,100.9,17.2,29.74306641891518,9.116647648139365,Right Foot,Free Kick,Normal,False,0.008240742,0
3869420,Croatia,Ivan Perišić,111.9,41.4,8.220097323024826,47.582423527250405,Head,Open Play,Normal,True,0.11005159,0
3869420,Brazil,Neymar da Silva Santos Junior,112.6,29.0,13.257450735341244,18.449726328944365,Left Foot,Open Play,Normal,False,0.16692519,0
3869420,Brazil,Carlos Henrique Casimiro,89.1,28.8,32.8671568590896,11.970250476972835,Right Foot,Free Kick,Normal,False,0.026057322,0
3869420,Brazil,Lucas Tolentino Coelho de Lima,111.6,34.5,10.040418317978594,35.122865303106465,Left Foot,Open Play,Half Volley,False,0.26807922,0
3869420,Brazil,Éder Gabriel Militão,101.4,53.7,23.100865784641055,14.66556040569781,Right Foot,Open Play,Normal,False,0.04353941,0
3869420,Croatia,Andrej Kramarić,101.2,57.3,25.54858117391257,12.147508052078715,Left Foot,Open Play,Normal,False,0.030721588,0
3869420,Brazil,Neymar da Silva Santos Junior,114.1,28.2,13.192801067248762,15.046835304649782,Left Foot,Open Play,Normal,False,0.12963046,0
3869420,Brazil,Lucas Tolentino Coelho de Lima,104.6,32.8,17.000000000000007,22.245594579697606,Left Foot,Open Play,Normal,False,0.092192985,0
3869420,Brazil,Richarlison de Andrade,109.4,41.0,10.647065323364926,37.81848304446356,Head,Open Play,Normal,True,0.067200735,0
3869420,Croatia,Nikola Vlašić,107.0,54.2,19.25201288177421,14.915667918648094,Right Foot,Open Play,Normal,False,0.026884926,0
3869420,Brazil,Éder Gabriel Militão,102.5,50.1,20.205444810743465,17.973849103972373,Right Foot,Open Play,Normal,False,0.04975106,0
3869420,Brazil,Éder Gabriel Militão,104.7,46.8,16.743058263053374,22.761155544711347,Left Foot,Open Play,Half Volley,False,0.06132018,0
3869420,Brazil,Antony Matheus dos Santos,94.6,56.8,30.453242848668847,11.498296662593322,Left Foot,Open Play,Normal,False,0.013999131,0
3869420,Brazil,Pedro Guilherme Abreu dos Santos,112.9,49.4,11.780067911519012,22.51568813140388,Head,Open Play,Normal,False,0.057022728,0
3869420,Brazil,Pedro Guilherme Abreu dos Santos,107.2,38.8,12.856126943990555,31.67002968711864,Right Foot,Open Play,Volley,False,0.113875866,0
3869420,Croatia,Marcelo Brozović,103.7,46.4,17.511424842085233,22.139862878963505,Right Foot,Open Play,Normal,False,0.12467693,0
3869420,Brazil,Danilo Luiz da Silva,96.9,22.6,28.92006224059692,11.610662860402424,Right Foot,Open Play,Normal,False,0.0154907415,0
3869420,Brazil,Neymar da Silva Santos Junior,116.5,47.2,8.005623023850177,26.811178886452453,Right Foot,Open Play,Normal,False,0.4674385,1
3869420,Croatia,Bruno Petković,103.2,38.6,16.85823241030921,24.423451737028845,Left Foot,Open Play,Normal,False,0.09977819,1
3869420,Croatia,Lovro Majer,91.5,55.0,32.20636583037583,11.516897415909247,Left Foot,Open Play,Normal,False,0.01192189,0
3869420,Brazil,Carlos Henrique Casimiro,114.0,31.0,10.816653826391969,22.97306986003104,Left Foot,Open Play,Half Volley,False,0.10135116,0
3869486,Portugal,João Félix Sequeira,106.8,44.2,13.852075656738238,28.429263864780218,Head,Open Play,Diving Header,False,0.0989785,0
3869486,Morocco,Youssef En-Nesyri,112.7,39.4,7.324616030891992,53.00855930767895,Head,Open Play,Normal,False,0.117904566,0
3869486,Portugal,Raphaël Adelino José Guerreiro,105.6,23.6,21.824756585125986,12.827555864060347,Left Foot,Open Play,Volley,False,0.019215545,0
3869486,Morocco,Hakim Ziyech,96.1,60.9,31.749330701606926,9.97591236560396,Left Foot,Open Play,Normal,False,0.008206696,0
3869486,Morocco,Youssef En-Nesyri,106.7,39.8,13.301503674397114,30.766365830108942,Head,Open Play,Normal,False,0.043849364,0
3869486,Portugal,João Félix Sequeira,100.9,27.7,22.717834403833475,15.542297073774058,Right Foot,Open Play,Half Volley,False,0.027014187,0
3869486,Morocco,Selim Amallah,108.7,31.3,14.261135999632005,23.527495801789023,Left Foot,Open Play,Half Volley,False,0.06053267,0
3869486,Morocco,Sofiane Boufal,97.0,27.8,26.03536056980967,14.218615399701344,Right Foot,Open Play,Normal,False,0.03503226,0
3869486,Portugal,João Félix Sequeira,102.2,35.4,18.384776310850235,21.87049482515574,Right Foot,Open Play,Half Volley,False,0.060545366,0
3869486,Morocco,Youssef En-Nesyri,112.6,39.7,7.406078584514216,52.57341694217982,Head,Open Play,Normal,True,0.20030825,1
3869486,Portugal,Bruno Miguel Borges Fernandes,108.0,62.3,25.323704310388713,7.963773705415843,Right Foot,Open Play,Half Volley,False,0.0067060287,0
3869486,Morocco,Yahia Attiyat allah,107.6,26.3,18.478365728602736,15.466011678617594,Left Foot,Open Play,Normal,False,0.082217455,0
3869486,Morocco,Azzedine Ounahi,93.4,44.2,26.929537686339877,15.298828087424377,Right Foot,Open Play,Normal,False,0.032880384,0
3869486,Portugal,Gonçalo Matias Ramos,108.7,40.0,11.299999999999997,35.8936353532608,Head,Open Play,Normal,False,0.10594022,0
3869486,Portugal,João Félix Sequeira,109.7,29.4,14.780054127099804,20.18785903491207,Head,Open Play,Normal,True,0.026895314,0
3869486,Portugal,Bruno Miguel Borges Fernandes,101.0,35.5,19.525624189766635,20.710821834838185,Right Foot,Open Play,Normal,True,0.057325892,0
3869486,Portugal,Bernardo Mota Veiga de Carvalho e Silva,109.8,35.9,10.993179703798173,34.7932568804235,Right Foot,Open Play,Normal,False,0.10927713,0
3869486,Portugal,João Félix Sequeira,102.0,57.1,24.8276056034407,12.325539495188277,Left Foot,Open Play,Normal,False,0.025960794,0
3869486,Portugal,Cristiano Ronaldo dos Santos Aveiro,101.8,53.7,22.780035118497956,14.763555300252508,Right Foot,Open Play,Normal,True,0.05699573,0
3869486,Morocco,Zakaria Aboukhlal,101.1,45.9,19.799494943053478,20.072122516909047,Right Foot,Open Play,Lob,False,0.39109123,0
3869486,Portugal,Kléper Laveran Lima Ferreira,114.1,44.5,7.420242583635663,46.028685926197745,Head,Open Play,Normal,True,0.14926605,0
3869519,Croatia,Dejan Lovren,115.0,27.7,13.277424449041312,12.663227844371075,Head,Open Play,Normal,True,0.014029023,0
3869519,Argentina,Enzo Fernandez,93.1,36.9,27.07803537925158,15.298987498285548,Right Foot,Open Play,Normal,False,0.027808638,0
3869519,Croatia,Ivan Perišić,106.9,23.2,21.30375553746334,12.28229201805004,Right Foot,Open Play,Lob,False,0.034139045,0
3869519,Argentina,Julián Álvarez,112.7,37.4,7.7491935064237465,48.87613704188082,Right Foot,Open Play,Volley,False,0.36172354,1
3869519,Argentina,Rodrigo Javier De Paul,95.6,51.4,26.931765630942213,14.083718800168393,Right Foot,Open Play,Normal,False,0.027667157,0
3869519,Argentina,Alexis Mac Allister,113.5,32.8,9.700000000000003,30.52496167037693,Head,Open Play,Normal,False,0.0684051,0
3869519,Croatia,Luka Modrić,92.9,46.3,27.822652641328066,14.615752258399914,Right Foot,Open Play,Normal,False,0.026162526,0
3869519,Croatia,Mario Pašalić,119.4,45.8,5.830951894845297,12.03298566562768,Right Foot,Open Play,Half Volley,False,0.07864248,0
3869519,Argentina,Leandro Daniel Paredes,85.0,44.8,35.32760959929217,11.723023140082486,Right Foot,Open Play,Normal,False,0.014370957,0
3869519,Argentina,Lionel Andrés Messi Cuccittini,112.7,30.1,12.30040649734796,21.180643285975435,Left Foot,Open Play,Normal,True,0.10581502,0
3869519,Croatia,Mislav Oršić,98.4,22.8,27.6115917686757,11.919921917994767,Right Foot,Open Play,Normal,False,0.021008598,0
3869519,Croatia,Dejan Lovren,112.7,40.1,7.300684899377589,53.24872912140883,Head,Open Play,Normal,True,0.09374543,0
3869519,Argentina,Julián Álvarez,113.3,45.4,8.605230967266365,38.95834821664829,Right Foot,Open Play,Normal,False,0.33366448,1
3869519,Croatia,Ivan Perišić,82.3,43.9,37.90118731649446,10.974413325271227,Left Foot,Free Kick,Normal,False,0.00752127,0
3869519,Croatia,Ivan Perišić,85.8,21.3,38.97858386344994,9.43844123056681,Left Foot,Open Play,Normal,False,0.0058680973,0
3869519,Croatia,Mislav Oršić,108.0,21.9,21.71658352503911,10.851982927916115,Right Foot,Open Play,Normal,False,0.011610668,0
3869519,Argentina,Alexis Mac Allister,107.1,46.7,14.536161804272824,25.507651422715526,Right Foot,Open Play,Volley,False,0.14140838,0
3869519,Croatia,Lovro Majer,96.0,35.4,24.436857408431223,16.748817208848557,Left Foot,Open Play,Half Volley,False,0.044770177,0
3869519,Croatia,Nikola Vlašić,103.6,52.3,20.500000000000004,16.439421299634176,Left Foot,Open Play,Normal,False,0.049129687,0
3869519,Croatia,Dejan Lovren,89.3,36.5,30.898867293154943,13.426729559581192,Left Foot,Open Play,Normal,False,0.02342664,0
3869552,France,Kylian Mbappé Lottin,108.5,47.3,13.621306838919677,26.059006139780738,Left Foot,Open Play,Normal,True,0.09459595,0
3869552,France,Theo Bernard François Hernández,115.7,31.5,9.525754563287885,22.144308032649196,Left Foot,Open Play,Half Volley,False,0.0979349,1
3869552,Morocco,Azzedine Ounahi,95.5,26.2,28.119210515233178,12.99212315421269,Right Foot,Open Play,Normal,False,0.01924696,0
3869552,Morocco,Hakim Ziyech,106.4,54.6,19.952944644838762,14.507747707726123,Right Foot,Open Play,Normal,False,0.06111174,0
3869552,France,Olivier Giroud,105.4,26.8,19.68247951859724,15.947322098658475,Left Foot,Open Play,Normal,False,0.09802507,0
3869552,Morocco,Achraf Hakimi Mouh,95.3,53.3,28.05316381444346,13.155161179713305,Right Foot,Open Play,Normal,False,0.020597277,0
3869552,France,Aurélien Djani Tchouaméni,96.0,32.9,25.02818411311536,15.991445178600797,Right Foot,Open Play,Normal,False,0.040336993,0
3869552,France,Olivier Giroud,111.9,44.5,9.266067126888295,39.29080186699248,Head,Open Play,Normal,True,0.060999498,0
3869552,France,Youssouf Fofana,104.3,46.5,16.992351220475644,22.6548147900397,Left Foot,Open Play,Half Volley,False,0.061363008,0
3869552,France,Kylian Mbappé Lottin,111.7,30.9,12.31665539016173,23.715494132682583,Right Foot,Open Play,Normal,False,0.15100354,0
3869552,France,Olivier Giroud,105.8,42.5,14.418391033676402,28.121466140118052,Left Foot,Open Play,Normal,False,0.2635025,0
3869552,France,Raphaël Varane,113.7,47.9,10.1044544632553,27.46920058006256,Right Foot,Open Play,Volley,False,0.07554505,0
3869552,Morocco,Jawad El Yamiq,107.2,33.9,14.179210133149164,26.532995191775605,Right Foot,Open Play,Overhead Kick,False,0.06408756,0
